franchise,season,episode,lang,overview
Grizzy and the Lemmings,4,51,en-US,The Lemmings find a jewel that gives them total control over the fireflies.
Grizzy and the Lemmings,4,52,en-US,The Lemmings' magic keyring has the incredible power to miniaturize any object.
Grizzy and the Lemmings,4,53,en-US,Grizzy and the Lemmings discover a hidden mechanism on the Great Wall of China.
Grizzy and the Lemmings,4,54,en-US,Grizzy creates a new Yummy-based recipe: Choco-noodles.
Grizzy and the Lemmings,4,55,en-US,Grizzy and the Lemmings discover a temple dedicated to an ancestral brioche.
Grizzy and the Lemmings,4,56,en-US,"An AI accidentally connects to Grizzy’s stuffed teddy bear, which comes to life."
Grizzy and the Lemmings,4,57,en-US,Grizzy and the Lemmings fight over a silkworm.
Grizzy and the Lemmings,4,58,en-US,The Lemmings use all the electricity for their phones - now Grizzy can’t watch TV.
Grizzy and the Lemmings,4,59,en-US,The Lemmings catch a grasshopper that can give you whatever your heart desires.
Grizzy and the Lemmings,4,60,en-US,The Lemmings use magic Chinese lanterns for sound and light shows.
Grizzy and the Lemmings,4,61,en-US,"The Lemmings lay hands on an ancient console, and Grizzy is transported into the game."
Grizzy and the Lemmings,4,62,en-US,The Lemmings find a mask that terrifies anyone who looks at it.
Grizzy and the Lemmings,4,63,en-US,Grizzy and the Lemmings crack the codex system of a mysterious box and are sucked into it.
Grizzy and the Lemmings,4,64,en-US,Grizzy finds a giant home cinema screen.
Grizzy and the Lemmings,4,65,en-US,"Grizzy wants a peaceful day for his birthday, but the Lemmings have other plans."
Grizzy and the Lemmings,4,66,en-US,The Lemmings find a strange machine capable of duplicating things.
Grizzy and the Lemmings,4,67,en-US,"The Lemmings have fun jumping on a sheep, until Grizzy gets accidentally shaved."
Grizzy and the Lemmings,4,68,en-US,The Lemmings find a book on Robin Hood and get inspired to steal Grizzy.
Grizzy and the Lemmings,4,69,en-US,"Transformed into a fairy, a lemming organises a magic show and gets rid of Grizzy."
Grizzy and the Lemmings,4,70,en-US,Grizzy finds a glove that can stop the Lemmings' magic stone balls.
Grizzy and the Lemmings,4,71,en-US,Grizzy and the Lemmings are fighting over a crown.
Grizzy and the Lemmings,4,72,en-US,"After touching a mysterious tooth, a lemming turns into a were-lemming!"
Grizzy and the Lemmings,4,73,en-US,Grizzy uses a hen to protect some Yummy jars from the lemmings.
Grizzy and the Lemmings,4,74,en-US,Grizzy and the Lemmings fight over a jar of jelly that gets stuck in a high-up spot.
Grizzy and the Lemmings,4,75,en-US,Grizzy and the Lemmings play a game: it's the Lemmings Knights against the Bear Magician.
Grizzy and the Lemmings,4,76,en-US,The Lemmings find a magic hat that can transform them into whatever their costume is.
Grizzy and the Lemmings,4,77,en-US,Grizzy's sample of Yummy is mysteriously crushed - who is the culprit?
Grizzy and the Lemmings,4,78,en-US,The cabin comes to life and wants to return to Canada without Grizzy or the Lemmings.
Naruto,1,1,en-US,"Welcome to the Village Hidden in the Leaves, where deadly serious Ninja roam the landscape and the seriously mischievous Naruto Uzumaki causes trouble everywhere he goes. But when he steals the ancient scroll of sealing, he unleashes a rare power rarely seen in a 12-year-old boy!"
Naruto,1,2,en-US,"Naruto finally graduates from the Ninja Academy and claims to know it all. Well, at least that what he tells Konohamaru, the Village elder's pint-size grandson. Much to the dismay of Ebisu, Konohamaru's teacher and mentor, Naruto teaches him the hormonally lethal ""Sexy Jutsu!"""
Naruto,1,3,en-US,"On the way to becoming a ninja, Naruto must team up with his classmates, the pretty Sakura and the pretty serious Sasuke..."
Naruto,1,4,en-US,"Now that Naruto, Sasuke, and Sakura are a team, they meet with their sensei, the enigmatic and aloof Kakashi."
Naruto,1,5,en-US,"With the threat of failure hanging over their heads, Naruto, Sasuke and Sakura try everything they know to pass the grueling survival test."
Naruto,1,6,en-US,"Tired of doing lame missions, Naruto asks the Hokage to give them something challenging. The Hokage caves and gives them a C-rank mission. They will be bodyguards for a bridge builder. It appears to be a simple mission, until the group is attacked by something more than common thugs...other ninja!"
Naruto,1,7,en-US,Naruto and his squad arrive in the Land of the Waves and learn that an evil businessman named Gato has taken over the land.
Naruto,1,8,en-US,"With Kakashi captured, Naruto, Sasuke and Sakura must defend against Zabuza's attacks. Naruto realizes that working together with Sasuke may be the only way to save Kakashi. Will the combined effort of the two be enough to free Kakashi and defeat Zabuza?"
Naruto,1,9,en-US,"With Kakashi free, the fight between him and Zabuza resumes. Kakashi decides to show Zabuza what the Sharingan is really capable of. Can Kakashi's Sharingan defeat Zabuza? And who is the mysterious person watching the fight?"
Naruto,1,10,en-US,"With Zabuza gone things are now settling and Tazuna can go and build the bridge without fear. Or so everyone thinks. Kakashi believes something is wrong with Zabuza's death and teaches Naruto, Sakura, and Sasuke a way to train so they could better use their chakra. Is Zabuza really dead?"
Naruto,1,11,en-US,"While Naruto and Sasuke train, Sakura watches over Tazuna. During a nice dinner, Sakura notices a man's face torn from a picture. The man's name was Kaiza, and he was what the country called...a ""hero"". What happened to cause Inari so much pain?"
Naruto,1,12,en-US,"Naruto has a dangerous encounter with Haku in the forest, but is Haku there to cause trouble? Naruto and Sasuke better complete their training, as Zabuza is alive and has returned for round 2. Will Kakashi, Sasuke, and Sakura be able to defeat the Demon of the Mist? And, can Naruto arrive in time to help out?"
Naruto,1,13,en-US,"Round two with Zabuza has started, but this time...Zabuza has Haku fighting along side him. Haku and Sasuke go at it with Sasuke falling behind until he manages to get a kick in. Meanwhile Naruto deals with some of Gato's henchmen. Back at the bridge Haku uses his secret jutsu, Demonic Ice Mirrors. What does this jutsu hold in store for Sasuke? Will Naruto make it to the bridge in time and save Tsunami and Inari as well?"
Naruto,1,14,en-US,"Naruto finally joins the battle on the bridge. But when Naruto stupidly gets caught in the middle of Haku's jutsu as well, he and Sasuke must work together to escape. Kakashi is unable to help them, as he must deal with Zabuza to protect Sakura and Tazuna. How will the two escape from the ice mirrors without any help?"
Naruto,1,15,en-US,"Naruto and Sasuke continue to fight Haku and are getting beaten bad. After having Naruto try and escape a few times, Sasuke begins to see a pattern. Meanwhile, outside Kakashi and Zabuza begin their fight. Can Naruto and Sasuke escape from Haku's jutsu? What plan does Zabuza have to defeat the Sharingan?"
Naruto,1,16,en-US,"Naruto and Sasuke continue their rigorous battle against Haku. When Haku targets a vulnerable Naruto, Sasuke risks everything to save him. Seeing his friend lie before him, a powerful force awakens inside Naruto. Has Kyubi been set free. If so, can anyone stop him?"
Naruto,1,17,en-US,"Naruto takes out his rage on Haku, who doesn't stand a chance. However, Naruto realises that Haku is the boy he met back at the forest. Haku tells Naruto the story of his past and asks for Naruto to do him one favour..... Will Naruto do the one thing he could never do just as Haku wishes?"
Naruto,1,18,en-US,"Kakashi prepares to stop Zabuza once and for all, but Haku has other plans. Zabuza's employer shows up and he's decided to take matters into his own hands..."
Naruto,1,19,en-US,"Thinking of Haku, Naruto angrily confronts Zabuza, but he learns that cruel reality is the fate of a ninja."
Naruto,1,20,en-US,Naruto and his team return to the Village Hidden in the Leaves after their battle in Land of Waves.
Naruto,1,21,en-US,"After the three ninjas take their leave, Sasuke realizes he has a powerful rival out there. The next day, Kakashi announces that he has recommended all of them for the Chuunin Exams. While Naruto and Sasuke are pleased, Sakura is afraid of letting everyone down. Also, someone decides they aren't ready and decides to test their abilities."
Naruto,1,22,en-US,"Rock Lee challenges Sasuke to a one-on-one fight. Naruto grows angry and attacks him, only to be beaten in one attack. Sasuke realizes the challenge and eagerly accepts. But will Sasuke be defeated just as easily by this mysterious ninja? Sasuke's only advantage seems to be his Sharingan, but what happens when not even that will work?"
Naruto,1,23,en-US,"A reunion of all the rookies isn't a very happy one, as all of them prepare to take the Chuunin Exam. With so many rivals around, Naruto's team will need help from a fellow ninja named Kabuto to know what they're up against. Will the group be able to last through the exam?"
Naruto,1,24,en-US,"The first test of the Chuunin Exam is just that, a written test. When Ibiki issues a strict set of rules, Naruto fails to realize the true objective of the test. Can Naruto realize the truth before time runs out? And what about the tenth question?"
Naruto,1,25,en-US,Ibiki declares what seems like a harsh and unreasonable rule for the hardest part of the first exam.
Naruto,1,26,en-US,"Konohamaru, the grandson of Leaf Village's Third Hokage, shows up at the Chunin Exam site. He comes along with Moegi and Udon to cover the events for the Ninja Academy's school newspaper. Konohamaru looks up to Naruto like an older brother and through interviews with the characters, recaps their adventures thus far."
