token,freq,df,sample,weight
secretly,41,41,"Inspired by his hero, Albert Einstein, Sheldon tries his hand at the violin. Also, Mary and Connie secretly buy a pregnancy test when Mary t",0
romance,41,41,"At college, Sheldon decides to expand his responsibilities and become a dorm resident advisor. Also, Connie and Dale make a sketchy business",2
recover,41,41,"Michael questions his father's unholy plan for world annihilation, and is directed on the proper path to recover Miriam.",0
system,41,40,A shock to the financial system increases scrutiny on Mullen's commission. Valerie investigates Proteus. Roger must make a difficult choice.,0
enters,41,41,"An old friend comes to visit the Bear. He brings along an amazing game - billiards. Isn't it an excuse to have fun and compete? However, it'",0
heist,41,41,"For their annual Halloween heist, Jake and Holt draft teams and compete to steal a crown. But Amy's divided loyalties leave her out in the c",0
surgery,41,39,"Daniel's tarnished public image takes a toll on his sales, leading to a takeover offer. Johnny tries to raise money for Miguel's surgery.",0
ask,41,40,A major change to the upcoming tournament sends Johnny scrambling to find a new recruit for Eagle Fang. Tory must ask a favor of the LaRusso,0
killing,41,41,"While LaGuerta focuses the department's attention on a potential suspect in the Ice Truck Killer Case, Debra continues to look elsewhere. Do",-3
chastain,41,35,"In a final and drastic attempt to save Nic from Lane's acts of sabotage, Conrad must call in a favor from the one person he promised he neve",0
died,41,40,"While evading the Surprise Zombies upon finding a secret passage, Nami, Chopper and Usopp discover the truth about Victoria Cindry being a s",-3
angela,41,40,"Ahead of Bailey's return home, John looks for clues to locate Jason Wyler. Then, Tim and Lucy swap rookies; a friendly face resurfaces at th",0
leorio,41,23,"Gon, Kurapika and Leorio reach Dolle Harbor and are given instructions by the captain to head for the cedar tree on the hilltop behind the c",0
third,40,37,"As alliances form among the players, no one is safe in the dorm after lights-out. The third game challenges Gi-hun's team to think strategic",0
rise,40,40,"Jun-ho and his team prepare to infiltrate a suspicious island. As monetary stakes and tensions rise, players split into two opposing faction",0
invited,40,38,A Miniskirt Santa suddenly appears before Sakuta. She says her name is “Touko Kirishima” and claims to have been handing out Puberty Syndrom,0
fix,40,39,"A poltergeist-like phenomenon attacks Ikumi. Sakuta is worried the attack was caused by Puberty Syndrome, but Ikumi claims that the only way",0
hearing,40,39,"A poltergeist-like phenomenon attacks Ikumi. Sakuta is worried the attack was caused by Puberty Syndrome, but Ikumi claims that the only way",0
pandy,40,39,"Gabby and Pandy unbox their first surprise, show off their shrinking skills and take to the dollhouse for a meowt-of-this-world mission.",0
telling,40,40,"After Gabby finds a box of paper cups, the friends get creative making paper cup animal crafts, telling stories and playing fur-tastic games",0
playgroup,40,40,George is joining Peppa at her playgroup but she doesn't really want him there - until her friends decide that George is brilliant.,0
bubbles,40,40,"Peppa and George have fun blowing bubbles. When the mixture is used up, Daddy Pig makes his own.",0
famous,40,40,"Inspired by their favourite television programme, Peppa and George want to be famous detectives too. Daddy Pig gives them a mystery to solve",0
build,40,38,"Grandpa and Granny Pig take Peppa, George and all their friends on a boat trip to Pirate Island. On the island, Grandpa shows everyone how t",0
teacher,40,39,"Peppa and her friends go on a camping trip with their teacher, Madame Gazelle. After pitching their tents and collecting sticks, they all si",0
excited,40,40,"When Peppa goes for a sleepover at Zoe Zebra's house with Suzy Sheep, Rebecca Rabbit, Candy Cat and Emily Elephant, the girls are too excite",0
count,40,39,Peppa and her friends learn how to count by playing games at Madame Gazelle's playschool.,0
hollywood,40,40,Peppa and her family finally make it to Hollywood and arrive at the film set to meet Mr Potato and Hash Brown.,0
frustrated,40,40,"Following his highly controversial loss in the Royal Rumble match, a frustrated Bret Hart lashes out and bids farewell to WWE. However, Pres",0
shamrock,40,40,"Back where it all began in New York City's famed Manhattan Center, Monday Night Raw gets hardcore as ECW invades WWE. In response to Jerry """,0
authority,40,38,Mr. McMahon sits down with Jim Ross to share his side of what happened with Bret Hart at Survivor Series. Hunter Hearst Helmsley shows Commi,0
cole,40,39,"The Rock hosts a funeral for the career of WWE Champion ""Stone Cold"" Steve Austin. With Stephanie by his side, Mr. McMahon sits down with Mi",0
spike,40,39,"""Stone Cold"" Steve Austin and Intercontinental Champion Triple H team with Edge & Christian to face The Brothers of Destruction and The Hard",0
threatened,40,40,"With his reign as World Heavyweight Champion being threatened by the first ever Elimination Chamber Match at the upcoming Survivor Series, T",-2
participate,40,39,"With Eric Bischoff away, Interim General Manager Jonathan Coachman announces that the Superstars of Raw will compete in a series of matches ",0
statement,40,40,Shawn Michaels seizes an opportunity to put him back in the hunt for the World Heavyweight Championship. Edge picks a fight with Randy Orton,0
exchange,40,40,"After successfully retaining the WWE Championship at Survivor Series, Randy Orton is confronted by a new challenger for his gold. An exchang",0
treatment,40,39,"After successfully retaining the WWE Championship at Survivor Series, Randy Orton is confronted by a new challenger for his gold. An exchang",0
gave,40,38,"Let the celebration continue! Just one night after the New Orleans Saints captured the NFL’s top prize in the Super Bowl, the people of Loui",0
blow,40,39,The rowdy guests on The Jerry Springer Show are known for catching the objects of their scorn off guard and landing a painful blow or two. A,0
shadow,40,35,"In the shadow of the breathtaking Washington Monument, Randy Orton made a few breathtaking monumental statements of his own. In the U.S. cap",0
robert,40,37,Things took a dark turn when both The Demon Kane and The Fiend emerged after Universal Champion Seth Rollins clashed with Raw Tag Team Champ,0
focus,40,40,"RAW #1487

The search is on for the person that stole Mr. McMahon's precious Cleopatra’s Egg. Following an explosive Survivor Series event, ",0
cooper,40,39,9-year-old Sheldon Cooper is a once-in-a-generation mind capable of advanced mathematics and science but learns that isn’t always helpful gr,0
tragedy,40,40,"When Mary’s faith is shaken by a tragedy in the community, Sheldon becomes an unlikely ally.",-3
concerned,40,40,Sheldon and Georgie mine for platinum in roadside gravel. Mary is concerned when Missy misuses religion to help with a batting slump.,0
convinced,40,40,"When the gang finds out about Bernadette’s pregnancy, they celebrate by  singing karaoke. Also, Bernadette is concerned when Wolowitz freaks",0
panel,40,39,"Rory dazzles the crowd at a journalism panel, but the next day, she's devastated to learn how her boyfriend behaved during their breakup.",0
ballauf,40,35,"Chief Detective Bernd Flemming, Inspector Mariam Koch and Chief Inspector Max Ballauf have their hands full while the carnival is in full sw",0
eisner,40,33,"When the body of the well-known investigative journalist Sandra Walch is found in the Danube on a foggy autumn morning in Linz, the alarm go",0
noir,40,39,The year is 1946. The world is black and white. And Lucifer is the star of his own noir detective story featuring familiar characters in new,0
eren,40,32,"Eren begins his training with the Cadet Corps, but questions about his painful past overwhelm him. When he struggles with a maneuvering exer",0
worried,39,39,"A poltergeist-like phenomenon attacks Ikumi. Sakuta is worried the attack was caused by Puberty Syndrome, but Ikumi claims that the only way",0
shop,39,38,"Mai responds to the media, asserting that she is not the real identity of Touko Kirishima on Coming of Age Day. Nevertheless, the impact of ",0
deliver,39,39,"After Kitty Fairy catches a cold, Gabby and Pandy deliver dandelion soup and step in to save the day.",0
bus,39,28,"When Gabby and Pandy score party passes to DJ Catnip's music festival, they board a groovy bus to watch shows featuring all their favorite G",0
ill,39,39,Peppa is ill and has red spots all over her face. Dr Brown Bear tells her she will be fine but she must stay in bed.,0
chocolate,39,37,"Peppa and her family go to the shops for some tomatoes, spaghetti, onions and fruit, but Daddy Pig gets some chocolate cake too.",0
pie,39,33,Peppa and her family collect apples and blackberries in Granny and Grandpa Pig's garden so that they can make a pie.,0
service,39,39,"Miss Rabbit’s Rescue Service has saved many people from tricky situations, but what happens when Miss Rabbit needs rescuing herself?",0
door,39,38,"George and Peppa spend the day playing golf with Grandpa Pig, but they are much more interested in the colourful minigolf course next door.",0
bob,39,38,"After being out for months following a devastating boating accident, Brutus 'The Barber' Beefcake returns to face 'The Million Dollar Man' T",0
foe,39,39,Owen Hart takes on a mystery foe in a King of the Ring Qualifying Match. Jerry Lawler holds The King's Court with guest Lex Luger and more.,0
collide,39,39,Bam Bam Bigelow and Mabel collide in a battle of the big men. The Headshrinkers defend the WWE Tag Team Titles. Lex Luger in action.,0
european,39,39,The British Bulldog faces his tag team partner Owen Hart in the final round of the tournament to crown the first ever European Champion. Bre,0
band,39,39,WWE mourns the untimely passing of Flyin' Brian Pillman. The Hart Foundation come face-to-face with Shawn Michaels and his band of degenerat,0
d-von,39,38,Stephanie McMahon-Helmsley's jealousy towards Mr. McMahon's mistress leads her to call out Trish Stratus. But when the Billion Dollar Prince,0
evolution,39,38,"On a night where Kane & Rob Van Dam look to regain the World Tag Team Championship in the main event, World Heavyweight Champion Triple H of",0
previous,39,39,When Shelton Benjamin challenges Triple H to a rematch from the previous edition of Monday Night RAW in effort to prove that his victory was,0
onto,39,36,"Buckle up, hold on and expect the unexpected. While Central Florida may be the epicenter of theme parks and wild rides, the WWE Universe was",0
